sector,contract_type,barra,months_observed,avg_industrial_exposure_score,p90_industrial_exposure_score,max_industrial_exposure_score,priority_months,watchlist_months,low_info_months,spot_share,monthly_mwh,dominant_driver,watchlist_share,profile_priority_score,signal_stability_label_es
agroindustry_seasonal,indexed_50pct_spot,SANTA ROSA 220,36,28.33,38.28,51.92,0,0,0,0.5,6000,Ventanas críticas,0.0,30.1,Variable
agroindustry_seasonal,indexed_50pct_spot,CHINCHA NUEVA 220,23,28.29,36.34,48.23,0,0,0,0.5,6000,Ventanas críticas,0.0,29.05,Variable
agroindustry_seasonal,indexed_50pct_spot,INDEPENDENCIA 220,36,28.04,35.02,49.65,0,0,0,0.5,6000,Ventanas críticas,0.0,28.82,Variable
agroindustry_seasonal,indexed_50pct_spot,CARAPONGO 220,36,28.01,35.27,49.15,0,0,0,0.5,6000,Ventanas críticas,0.0,28.8,Variable
agroindustry_seasonal,indexed_50pct_spot,HUANCHOR 50,36,27.87,46.37,55.96,0,0,0,0.5,6000,Ventanas críticas,0.0,32.53,Variable
agroindustry_seasonal,indexed_50pct_spot,CHEVES 220,36,27.6,35.96,46.16,0,0,0,0.5,6000,Ventanas críticas,0.0,28.33,Variable
agroindustry_seasonal,indexed_50pct_spot,MARAÑON 60,36,27.35,38.85,51.12,0,0,0,0.5,6000,Ventanas críticas,0.0,29.69,Variable
agroindustry_seasonal,indexed_50pct_spot,MACHUPICCHU 138,36,27.23,42.08,46.72,0,0,0,0.5,6000,Ventanas críticas,0.0,29.78,Variable
agroindustry_seasonal,indexed_50pct_spot,PARAGSHA2 138,36,27.05,35.22,46.34,0,0,0,0.5,6000,Ventanas críticas,0.0,27.93,Variable
agroindustry_seasonal,indexed_50pct_spot,CHEVES 13.8,36,26.69,35.22,45.82,0,0,0,0.5,6000,Ventanas críticas,0.0,27.69,Variable
agroindustry_seasonal,indexed_50pct_spot,DESIERTO 220,35,26.32,32.26,46.43,0,0,0,0.5,6000,Ventanas críticas,0.0,26.88,Variable
agroindustry_seasonal,indexed_50pct_spot,CAHUA138,36,26.31,35.47,53.28,0,0,0,0.5,6000,Ventanas críticas,0.0,28.7,Variable
agroindustry_seasonal,indexed_50pct_spot,CANTERA 220,36,26.06,31.68,48.47,0,0,0,0.5,6000,Ventanas críticas,0.0,26.92,Variable
agroindustry_seasonal,indexed_50pct_spot,HUINCO 220,36,25.72,33.4,46.14,0,0,0,0.5,6000,Ventanas críticas,0.0,26.85,Variable
agroindustry_seasonal,indexed_50pct_spot,CALLAHUANCA EDEGEL 220,36,25.61,31.43,37.36,0,0,0,0.5,6000,Ventanas críticas,0.0,24.99,Variable
agroindustry_seasonal,indexed_50pct_spot,PUNTA LOMITAS II,36,25.52,29.98,37.11,0,0,0,0.5,6000,Ventanas críticas,0.0,24.55,Variable
agroindustry_seasonal,indexed_50pct_spot,PUNTA LOMITAS I,36,25.5,30.12,35.16,0,0,0,0.5,6000,Ventanas críticas,0.0,24.28,Variable
agroindustry_seasonal,indexed_50pct_spot,SAN JUAN 220,36,25.21,31.47,41.81,0,0,0,0.5,6000,Ventanas críticas,0.0,25.48,Variable
agroindustry_seasonal,indexed_50pct_spot,HUAMPANI 60,36,25.03,32.39,47.79,0,0,0,0.5,6000,Ventanas críticas,0.0,26.53,Variable
agroindustry_seasonal,indexed_50pct_spot,HUANZA 220,36,25.02,32.28,44.15,0,0,0,0.5,6000,Ventanas críticas,0.0,25.95,Variable
agroindustry_seasonal,indexed_50pct_spot,PARAGSHA2 220,36,25.01,34.13,44.56,0,0,0,0.5,6000,Ventanas críticas,0.0,26.47,Variable
agroindustry_seasonal,indexed_50pct_spot,CHILCA500,36,24.88,31.5,36.32,0,0,0,0.5,6000,Ventanas críticas,0.0,24.52,Variable
agroindustry_seasonal,indexed_50pct_spot,OLLEROS 500,36,24.57,31.46,36.76,0,0,0,0.5,6000,Ventanas críticas,0.0,24.44,Variable
agroindustry_seasonal,indexed_50pct_spot,POMACOCHA 220,36,24.32,30.37,34.06,0,0,0,0.5,6000,Ventanas críticas,0.0,23.65,Variable
agroindustry_seasonal,indexed_50pct_spot,SANTA ANA 138,6,24.29,29.57,32.01,0,0,0,0.5,6000,Ventanas críticas,0.0,23.13,Variable
agroindustry_seasonal,indexed_50pct_spot,FENIX 500,36,24.24,30.55,36.11,0,0,0,0.5,6000,Ventanas críticas,0.0,23.96,Variable
agroindustry_seasonal,indexed_50pct_spot,CHIRIBAMBA 220,22,24.14,28.71,35.51,0,0,0,0.5,6000,Ventanas críticas,0.0,23.37,Variable
agroindustry_seasonal,indexed_50pct_spot,OROYA NUEVA 220,36,23.99,29.97,34.75,0,0,0,0.5,6000,Ventanas críticas,0.0,23.5,Variable
agroindustry_seasonal,indexed_50pct_spot,ALTO PRADERAS 220,36,23.9,30.17,48.08,0,0,0,0.5,6000,Ventanas críticas,0.0,25.51,Variable
agroindustry_seasonal,indexed_50pct_spot,PACHACHACA 220,36,23.83,29.63,34.63,0,0,0,0.5,6000,Ventanas críticas,0.0,23.33,Variable
agroindustry_seasonal,indexed_50pct_spot,ASIA 220,36,23.63,29.37,47.82,0,0,0,0.5,6000,Ventanas críticas,0.0,25.15,Variable
agroindustry_seasonal,indexed_50pct_spot,MATUCANA 220,36,23.49,28.78,35.72,0,0,0,0.5,6000,Ventanas críticas,0.0,23.12,Variable
agroindustry_seasonal,indexed_50pct_spot,YANANGO 220,36,23.47,29.3,36.84,0,0,0,0.5,6000,Ventanas críticas,0.0,23.41,Variable
agroindustry_seasonal,indexed_50pct_spot,CARHUAMAYO 138,36,23.4,31.87,35.93,0,0,0,0.5,6000,Ventanas críticas,0.0,23.89,Variable
agroindustry_seasonal,indexed_50pct_spot,MOYOPAMPA 60,36,23.28,29.99,37.28,0,0,0,0.5,6000,Ventanas críticas,0.0,23.57,Variable
agroindustry_seasonal,indexed_50pct_spot,CS COENERGY 22.9,1,22.79,22.79,22.79,0,0,0,0.5,6000,Volatilidad,0.0,19.37,Variable
agroindustry_seasonal,indexed_50pct_spot,SANTA ISABEL 220,36,22.38,30.95,35.0,0,0,0,0.5,6000,Ventanas críticas,0.0,23.06,Variable
agroindustry_seasonal,indexed_50pct_spot,OROYA NUEVA 50,36,22.18,29.5,33.25,0,0,0,0.5,6000,Ventanas críticas,0.0,22.34,Variable
agroindustry_seasonal,indexed_50pct_spot,CONDORCOCHA 44,36,21.63,29.17,34.23,0,0,0,0.5,6000,Ventanas críticas,0.0,22.16,Variable
agroindustry_seasonal,indexed_50pct_spot,CHAGLLA 220,36,21.6,31.85,34.0,0,0,0,0.5,6000,Ventanas críticas,0.0,22.78,Variable
agroindustry_seasonal,indexed_50pct_spot,CHILCA UNO 220,36,21.45,27.37,35.16,0,0,0,0.5,6000,Ventanas críticas,0.0,21.77,Variable
agroindustry_seasonal,indexed_50pct_spot,CONDORCOCHA 138,36,21.29,28.67,34.13,0,0,0,0.5,6000,Ventanas críticas,0.0,21.87,Variable
agroindustry_seasonal,indexed_50pct_spot,CHIMAY 220,36,21.21,26.24,33.55,0,0,0,0.5,6000,Ventanas críticas,0.0,21.14,Variable
agroindustry_seasonal,indexed_50pct_spot,CARIPA 138,36,20.99,28.25,33.43,0,0,0,0.5,6000,Ventanas críticas,0.0,21.52,Variable
agroindustry_seasonal,indexed_50pct_spot,HUAYUCACHI 220,36,20.84,25.15,29.31,0,0,0,0.5,6000,Ventanas críticas,0.0,20.06,Variable
agroindustry_seasonal,indexed_50pct_spot,LAS FLORES 220,36,20.74,26.28,34.9,0,0,0,0.5,6000,Ventanas críticas,0.0,21.14,Variable
agroindustry_seasonal,indexed_50pct_spot,CH OROYA 50,36,20.62,26.4,32.18,0,0,0,0.5,6000,Ventanas críticas,0.0,20.71,Variable
agroindustry_seasonal,indexed_50pct_spot,HUANCAVELICA 220,36,20.6,25.16,30.56,0,0,0,0.5,6000,Ventanas críticas,0.0,20.14,Variable
agroindustry_seasonal,indexed_50pct_spot,CHILCA DOS 13.8,36,20.52,26.29,34.02,0,0,0,0.5,6000,Ventanas críticas,0.0,20.91,Variable
agroindustry_seasonal,indexed_50pct_spot,CALLAHUANCA 60,36,20.21,25.75,34.79,0,0,0,0.5,6000,Ventanas críticas,0.0,20.75,Variable
agroindustry_seasonal,indexed_50pct_spot,YAUPI 138,36,20.13,27.81,34.58,0,0,0,0.5,6000,Ventanas críticas,0.0,21.2,Variable
agroindustry_seasonal,indexed_50pct_spot,CERRO DEL AGUILA 220,36,19.9,25.21,30.76,0,0,0,0.5,6000,Ventanas críticas,0.0,19.87,Variable
agroindustry_seasonal,indexed_50pct_spot,CHILCA REP 220,36,19.85,25.44,34.05,0,0,0,0.5,6000,Ventanas críticas,0.0,20.4,Variable
agroindustry_seasonal,indexed_50pct_spot,LA VIRGEN 138,36,19.38,26.57,32.16,0,0,0,0.5,6000,Ventanas críticas,0.0,20.19,Variable
agroindustry_seasonal,indexed_50pct_spot,YAUPI13.8,36,19.33,26.61,33.91,0,0,0,0.5,6000,Ventanas críticas,0.0,20.44,Variable
agroindustry_seasonal,indexed_50pct_spot,YARUCAYA 13.8,36,18.58,23.74,35.55,0,0,0,0.5,6000,Ventanas críticas,0.0,19.63,Variable
agroindustry_seasonal,indexed_50pct_spot,CAMPO ARMIÑO 220,36,17.9,21.9,24.08,0,0,0,0.5,6000,Ventanas críticas,0.0,17.14,Variable
agroindustry_seasonal,indexed_50pct_spot,MALPASO 50,36,17.87,22.99,28.27,0,0,0,0.5,6000,Ventanas críticas,0.0,18.03,Variable
agroindustry_seasonal,indexed_50pct_spot,RESTITUCIÓN 220,36,17.41,21.39,23.41,0,0,0,0.5,6000,Ventanas críticas,0.0,16.69,Variable
agroindustry_seasonal,indexed_50pct_spot,PLATANAL 220,36,16.2,20.5,22.53,0,0,0,0.5,6000,Ventanas críticas,0.0,15.79,Variable
agroindustry_seasonal,indexed_50pct_spot,CORACORA 60,4,15.13,23.6,28.01,0,0,4,0.5,6000,Prima de estrés,0.0,16.91,Variable
agroindustry_seasonal,indexed_50pct_spot,NAZCA 22.9,4,14.72,23.14,27.63,0,0,4,0.5,6000,Prima de estrés,0.0,16.55,Variable
agroindustry_seasonal,indexed_50pct_spot,LLIPATA 60,4,14.18,22.69,27.5,0,0,4,0.5,6000,Prima de estrés,0.0,16.18,Variable
agroindustry_seasonal,indexed_50pct_spot,ALTO LA LUNA 10,14,12.33,18.74,21.8,0,0,11,0.5,6000,Prima de estrés,0.0,13.5,Variable
agroindustry_seasonal,indexed_50pct_spot,ALTO LA LUNA 60,14,12.02,18.21,21.29,0,0,11,0.5,6000,Prima de estrés,0.0,13.16,Variable
agroindustry_seasonal,indexed_50pct_spot,PISCO 10,14,11.81,17.84,20.75,0,0,11,0.5,6000,Prima de estrés,0.0,12.89,Variable
agroindustry_seasonal,indexed_50pct_spot,VILLACURI 22.9,14,11.73,18.04,21.56,0,0,11,0.5,6000,Prima de estrés,0.0,13.02,Variable
agroindustry_seasonal,indexed_50pct_spot,PARACAS 22,14,11.65,17.68,24.54,0,0,11,0.5,6000,Prima de estrés,0.0,13.34,Variable
agroindustry_seasonal,indexed_50pct_spot,PARACAS 10,14,11.58,17.23,24.72,0,0,11,0.5,6000,Prima de estrés,0.0,13.22,Variable
agroindustry_seasonal,indexed_50pct_spot,TAMBO DE MORA 10,5,11.09,16.42,21.44,0,0,4,0.5,6000,Prima de estrés,0.0,12.31,Variable
agroindustry_seasonal,indexed_50pct_spot,VILLACURI 60,14,10.94,16.58,20.45,0,0,11,0.5,6000,Prima de estrés,0.0,12.14,Variable
agroindustry_seasonal,indexed_50pct_spot,PEDREGAL 10,5,10.6,16.08,20.88,0,0,4,0.5,6000,Prima de estrés,0.0,11.92,Variable
agroindustry_seasonal,indexed_50pct_spot,PUEBLO NUEVO 10,5,10.12,14.47,17.22,0,0,4,0.5,6000,Prima de estrés,0.0,10.75,Variable
agroindustry_seasonal,indexed_50pct_spot,INDEPENDENCIA 10,14,10.02,14.9,21.94,0,0,11,0.5,6000,Prima de estrés,0.0,11.53,Variable
agroindustry_seasonal,indexed_50pct_spot,CHALA 60,1,8.54,8.54,8.54,0,0,1,0.5,6000,Prima de estrés,0.0,7.26,Variable
agroindustry_seasonal,indexed_50pct_spot,BELLA UNION 60,1,8.1,8.1,8.1,0,0,1,0.5,6000,Prima de estrés,0.0,6.89,Variable
agroindustry_seasonal,indexed_50pct_spot,JAHUAY 60,1,7.58,7.58,7.58,0,0,1,0.5,6000,Prima de estrés,0.0,6.45,Variable
agroindustry_seasonal,indexed_50pct_spot,FUNSUR 60,1,7.48,7.48,7.48,0,0,1,0.5,6000,Prima de estrés,0.0,6.35,Variable
agroindustry_seasonal,indexed_50pct_spot,MINA 60,1,6.91,6.91,6.91,0,0,1,0.5,6000,Prima de estrés,0.0,5.87,Variable
agroindustry_seasonal,indexed_50pct_spot,HUARANGO 60,1,6.39,6.39,6.39,0,0,1,0.5,6000,Prima de estrés,0.0,5.43,Variable
agroindustry_seasonal,indexed_50pct_spot,LOMAS 60,1,6.39,6.39,6.39,0,0,1,0.5,6000,Prima de estrés,0.0,5.43,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PLANTAETANOL 60,36,59.68,69.47,71.46,0,10,0,0.3,20000,Nivel de precio,0.278,59.11,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,HUAYLLACHO 15,36,59.55,70.11,72.91,0,11,0,0.3,20000,Nivel de precio,0.306,59.85,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,SAN IGNACIO 15,36,59.33,69.67,72.49,0,11,0,0.3,20000,Nivel de precio,0.306,59.57,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,SAN ANTONIO 15,36,59.31,69.67,72.49,0,11,0,0.3,20000,Nivel de precio,0.306,59.56,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,ZORRITOS 220,36,59.11,69.3,71.3,0,10,0,0.3,20000,Nivel de precio,0.278,58.79,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,NCTUMBES60,36,58.93,69.51,70.82,0,10,0,0.3,20000,Nivel de precio,0.278,58.69,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,MISAPUQUIO 33,36,58.17,68.72,71.88,0,9,0,0.3,20000,Nivel de precio,0.25,57.89,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,GE1 33,36,58.0,67.7,71.08,0,8,0,0.3,20000,Nivel de precio,0.222,57.02,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,TINTAYA EXISTENTE 138,36,57.78,68.34,71.36,0,9,0,0.3,20000,Nivel de precio,0.25,57.54,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PIURA OESTE 220,36,57.5,66.81,70.51,0,7,0,0.3,20000,Nivel de precio,0.194,56.07,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,TALARA 220,36,57.49,66.43,70.76,0,8,0,0.3,20000,Nivel de precio,0.222,56.43,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,TINTAYA NUEVA 220,36,57.41,67.78,70.9,0,8,0,0.3,20000,Nivel de precio,0.222,56.75,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,TALARA13.2,36,57.19,66.67,71.02,0,8,0,0.3,20000,Nivel de precio,0.222,56.39,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,GALLITO CIEGO 60,36,56.9,65.83,68.72,0,6,0,0.3,20000,Nivel de precio,0.167,54.87,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,BELAUNDE 138,36,56.82,65.76,69.48,0,7,0,0.3,20000,Nivel de precio,0.194,55.35,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,VALLE DEL CHIRA 220,14,55.5,65.58,69.13,0,2,0,0.3,20000,Nivel de precio,0.143,53.88,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PARIAC 66,36,54.28,64.27,68.68,0,3,0,0.3,20000,Nivel de precio,0.083,52.04,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,JULIACA10,36,52.76,63.35,66.25,0,2,0,0.3,20000,Nivel de precio,0.056,50.35,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,JAEN 138,24,52.06,62.45,66.72,0,1,0,0.3,20000,Nivel de precio,0.042,49.67,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,TOCACHE 138,36,49.28,58.3,63.96,0,0,0,0.3,20000,Nivel de precio,0.0,46.34,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,JULIACA 138,36,48.16,58.65,61.69,0,0,0,0.3,20000,Nivel de precio,0.0,45.59,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PLANTA CASA GRANDE 13.8,1,47.93,47.93,47.93,0,0,0,0.3,20000,Nivel de precio,0.0,40.74,Sensible
cement_and_heavy_materials,balanced_30pct_spot_ppa,CALLALLI 138,36,47.77,58.51,61.93,0,0,0,0.3,20000,Nivel de precio,0.0,45.41,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,GUADALUPE 60,36,47.68,56.53,58.43,0,0,0,0.3,20000,Nivel de precio,0.0,44.36,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,LA BREA 220,21,47.18,57.82,62.95,0,0,0,0.3,20000,Nivel de precio,0.0,45.13,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,ILO1 138,36,46.2,54.96,59.07,0,0,0,0.3,20000,Nivel de precio,0.0,43.39,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,TOQUEPALA 138,36,45.92,54.55,59.0,0,0,0,0.3,20000,Nivel de precio,0.0,43.15,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,AYAVIRI 138,36,45.83,57.16,60.12,0,0,0,0.3,20000,Nivel de precio,0.0,43.93,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PUNO 138,36,45.76,56.2,59.54,0,0,0,0.3,20000,Nivel de precio,0.0,43.57,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,ILO ELP 138,36,45.6,54.4,58.57,0,0,0,0.3,20000,Nivel de precio,0.0,42.91,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CHICLAYO 220,36,45.46,54.58,56.24,0,0,0,0.3,20000,Nivel de precio,0.0,42.54,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PUNO 220,36,45.3,55.83,59.11,0,0,0,0.3,20000,Nivel de precio,0.0,43.21,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,ARICOTA2 138,36,45.17,53.88,58.25,0,0,0,0.3,20000,Nivel de precio,0.0,42.54,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CT ETEN 220,36,45.03,54.28,55.92,0,0,0,0.3,20000,Nivel de precio,0.0,42.22,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,RECKA 220,36,45.01,54.41,55.69,0,0,0,0.3,20000,Nivel de precio,0.0,42.21,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,ETEN 18,36,44.97,54.07,55.8,0,0,0,0.3,20000,Nivel de precio,0.0,42.12,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PUERTO MALDONADO 10,36,44.96,58.34,62.52,0,0,0,0.3,20000,Nivel de precio,0.0,44.2,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,RECKA 18,36,44.95,54.3,55.55,0,0,0,0.3,20000,Nivel de precio,0.0,42.14,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,BOTIFLACA 138,36,44.92,53.67,58.08,0,0,0,0.3,20000,Nivel de precio,0.0,42.35,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,ARICOTA 66,36,44.72,53.27,57.81,0,0,0,0.3,20000,Nivel de precio,0.0,42.11,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,LA NIÑA 220,36,44.7,53.53,56.32,0,0,0,0.3,20000,Nivel de precio,0.0,41.95,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CHILINA 33,36,44.67,55.06,57.73,0,0,0,0.3,20000,Nivel de precio,0.0,42.53,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,MOLLENDO 138,36,44.63,55.87,59.4,0,0,0,0.3,20000,Nivel de precio,0.0,42.96,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CACLIC 220,36,44.53,54.23,56.25,0,0,0,0.3,20000,Nivel de precio,0.0,42.03,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,AZANGARO 138,36,44.42,56.15,59.33,0,0,0,0.3,20000,Nivel de precio,0.0,42.93,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PUERTO MALDONADO 138,36,44.3,57.76,62.88,0,0,0,0.3,20000,Nivel de precio,0.0,43.81,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,ARICOTA1 66,36,44.09,52.37,56.67,0,0,0,0.3,20000,Nivel de precio,0.0,41.43,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,LOS HEROES 66,36,44.04,52.37,56.68,0,0,0,0.3,20000,Nivel de precio,0.0,41.41,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PUCALLPA 60,36,43.93,52.71,59.64,0,0,0,0.3,20000,Nivel de precio,0.0,41.89,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,GUADALUPE 220,36,43.93,52.94,55.01,0,0,0,0.3,20000,Nivel de precio,0.0,41.25,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CHILINA 138,36,43.91,53.56,57.6,0,0,0,0.3,20000,Nivel de precio,0.0,41.79,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CT PLANTA PUCALLPA 60,36,43.88,52.56,59.52,0,0,0,0.3,20000,Nivel de precio,0.0,41.82,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,COMBAPATA 138,36,43.76,55.08,56.98,0,0,0,0.3,20000,Nivel de precio,0.0,42.01,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,REPARTICIÓN 138,36,43.72,54.7,58.29,0,0,0,0.3,20000,Nivel de precio,0.0,42.09,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,LOS HEROES 220,36,43.44,51.68,55.86,0,0,0,0.3,20000,Nivel de precio,0.0,40.85,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CUTERVO 138,36,43.38,53.45,56.69,0,0,0,0.3,20000,Nivel de precio,0.0,41.39,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PUCALLPA 138,36,43.34,52.29,58.81,0,0,0,0.3,20000,Nivel de precio,0.0,41.39,Estable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CERRO VERDE 138,36,43.1,52.64,56.14,0,0,0,0.3,20000,Nivel de precio,0.0,40.98,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,AGROLMOS 60,6,42.87,52.35,54.76,0,0,0,0.3,20000,Nivel de precio,0.0,40.59,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,MOQUEGUA 138,36,42.6,51.07,54.98,0,0,0,0.3,20000,Nivel de precio,0.0,40.18,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,SANTUARIO 138,36,42.33,52.35,56.18,0,0,0,0.3,20000,Nivel de precio,0.0,40.56,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,MOQUEGUA 220,36,42.23,50.59,54.46,0,0,0,0.3,20000,Nivel de precio,0.0,39.82,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PLANTA SAN JACINTO 13.8,36,42.23,50.8,53.94,0,0,0,0.3,20000,Nivel de precio,0.0,39.8,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,SOCABAYA 138,36,42.06,51.5,55.41,0,0,0,0.3,20000,Nivel de precio,0.0,40.11,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CAJAMARCA 220,36,42.0,52.22,52.98,0,0,0,0.3,20000,Nivel de precio,0.0,39.9,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,ILO2 220,36,41.92,49.88,54.13,0,0,0,0.3,20000,Nivel de precio,0.0,39.45,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,TRUJILLO 220,36,41.74,50.23,54.33,0,0,0,0.3,20000,Nivel de precio,0.0,39.49,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,SOCABAYA 220,36,41.64,50.96,54.63,0,0,0,0.3,20000,Nivel de precio,0.0,39.67,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CHARCANI VI 33,36,41.61,50.56,52.69,0,0,0,0.3,20000,Nivel de precio,0.0,39.27,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,MONTALVO 220,36,41.24,49.88,53.87,0,0,0,0.3,20000,Nivel de precio,0.0,39.11,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CARHUAQUERO 220,36,41.09,52.22,53.24,0,0,0,0.3,20000,Nivel de precio,0.0,39.53,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,HUALLIN60,21,40.83,52.52,55.38,0,0,0,0.3,20000,Nivel de precio,0.0,39.81,Sensible
cement_and_heavy_materials,balanced_30pct_spot_ppa,S.E. ILO4 500,36,40.45,48.99,52.69,0,0,0,0.3,20000,Nivel de precio,0.0,38.35,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,AUCAYACU 138,36,40.12,51.88,55.13,0,0,0,0.3,20000,Nivel de precio,0.0,39.3,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,RUBI 220,33,40.02,48.48,53.6,0,0,0,0.3,20000,Volatilidad,0.0,38.17,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,BIOENERGIA 13.8,36,39.79,51.32,60.14,0,0,0,0.3,20000,Nivel de precio,0.0,39.76,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,SAN JOSE 500,36,39.75,48.47,52.01,0,0,0,0.3,20000,Nivel de precio,0.0,37.81,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PUERTO BRAVO 500,36,39.61,48.48,51.61,0,0,0,0.3,20000,Nivel de precio,0.0,37.68,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,DUNA HUAMBOS 34.5,31,39.55,51.05,55.91,0,0,0,0.3,20000,Nivel de precio,0.0,38.95,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CHAPARRAL 138,18,39.54,48.72,51.05,0,0,0,0.3,20000,Volatilidad,0.0,37.63,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CHIMBOTE1 138,36,39.51,49.14,52.94,0,0,0,0.3,20000,Nivel de precio,0.0,38.01,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,PUERTO BRAVO 18,36,39.5,48.32,51.48,0,0,0,0.3,20000,Nivel de precio,0.0,37.58,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CARHUAQUERO 10_S,24,39.12,51.73,53.13,0,0,0,0.3,20000,Nivel de precio,0.0,38.51,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,LA RAMADA 220,36,39.08,50.03,51.52,0,0,0,0.3,20000,Nivel de precio,0.0,37.82,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CHIMBOTE1 220,36,38.77,48.73,53.16,0,0,0,0.3,20000,Nivel de precio,0.0,37.6,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,CHARCANI I 33,36,38.48,48.42,51.99,0,0,0,0.3,20000,Nivel de precio,0.0,37.22,Variable
cement_and_heavy_materials,balanced_30pct_spot_ppa,QUENCORO 138,36,38.42,50.28,53.72,0,0,0,0.3,20000,Nivel de precio,0.0,37.92,Variable
